College,Branch,Category,Rank
E012,EE,2AG,48381
E012,EE,2AK,59798
E012,EE,2AR,56161
E012,EE,2BG,80588
E012,EE,2BK,0
E012,EE,2BR,91260
E012,EE,3AG,44862
E012,EE,3AK,0
E012,EE,3AR,0
E012,EE,3BG,50356
E012,EE,3BK,0
E012,EE,3BR,0
E012,EE,GM,42305
E012,EE,GMK,53096
E012,EE,GMR,52826
E012,EE,SCG,121030
E012,EE,SCK,0
E012,EE,SCR,124723
E012,EE,STG,128693
E012,EE,STK,0
E012,EE,STR,0
E012,IC CS-IOT,1G,22041
E012,IC CS-IOT,1K,70313
E012,IC CS-IOT,1R,0
E012,IC CS-IOT,2AG,22447
E012,IC CS-IOT,2AK,0
E012,IC CS-IOT,2AR,37410
E012,IC CS-IOT,2BG,26461
E012,IC CS-IOT,2BK,0
E012,IC CS-IOT,2BR,0
E012,IC CS-IOT,3AG,18390
E012,IC CS-IOT,3AK,0
E012,IC CS-IOT,3AR,0
E012,IC CS-IOT,3BG,17293
E012,IC CS-IOT,3BK,0
E012,IC CS-IOT,3BR,0
E012,IC CS-IOT,GM,16915
E012,IC CS-IOT,GMK,0
E012,IC CS-IOT,GMR,25283
E012,IC CS-IOT,SCG,72498
E012,IC CS-IOT,SCK,0
E012,IC CS-IOT,SCR,87424
E012,IC CS-IOT,STG,31776
E012,IC CS-IOT,STK,0
E012,IC CS-IOT,STR,0
E012,IE,1G,16212
E012,IE,1K,0
E012,IE,1R,0
E012,IE,2AG,13498
E012,IE,2AK,0
E012,IE,2AR,14107
E012,IE,2BG,18539
E012,IE,2BK,0
E012,IE,2BR,0
E012,IE,3AG,11715
E012,IE,3AK,0
E012,IE,3AR,12914
E012,IE,3BG,11770
E012,IE,3BK,0
E012,IE,3BR,0
E012,IE,GM,11614
E012,IE,GMK,17781
E012,IE,GMR,12198
E012,IE,SCG,51082
E012,IE,SCK,75469
E012,IE,SCR,51863
E012,IE,STG,59850
E012,IE,STK,0
E012,IE,STR,67128
E012,ME,1G,104198
E012,ME,1K,0
E012,ME,1R,0
E012,ME,2AG,114094
E012,ME,2AK,0
E012,ME,2AR,142800
E012,ME,2BG,113383
E012,ME,2BK,0
E012,ME,2BR,0
E012,ME,3AG,98309
E012,ME,3AK,0
E012,ME,3AR,0
E012,ME,3BG,100563
E012,ME,3BK,0
E012,ME,3BR,126397
E012,ME,GM,96810
E012,ME,GMK,100432
E012,ME,GMR,114947
E012,ME,SCG,176200
E012,ME,SCK,0
E012,ME,SCR,0
E012,ME,STG,163058
E012,ME,STK,0
E012,ME,STR,0
E012,TC,1G,72989
E012,TC,1K,0
E012,TC,1R,0
E012,TC,2AG,48022
E012,TC,2AK,139356
E012,TC,2AR,0
E012,TC,2BG,66415
E012,TC,2BK,0
E012,TC,2BR,0
E012,TC,3AG,50498
E012,TC,3AK,0
E012,TC,3AR,0
E012,TC,3BG,60747
E012,TC,3BK,0
E012,TC,3BR,0
E012,TC,GM,43415
E012,TC,GMK,108222
E012,TC,GMR,66556
E012,TC,SCG,123799
E012,TC,SCK,0
E012,TC,SCR,159353
E012,TC,STG,178455
E012,TC,STK,0
E012,TC,STR,0
E013,AI,1G,0
E013,AI,1K,0
E013,AI,1R,111564
E013,AI,2AG,86848
E013,AI,2AK,0
E013,AI,2AR,95969
E013,AI,2BG,80210
E013,AI,2BK,0
E013,AI,2BR,0
E013,AI,3AG,81694
E013,AI,3AK,0
E013,AI,3AR,0
E013,AI,3BG,75828
E013,AI,3BK,0
E013,AI,3BR,0
E013,AI,GM,73202
E013,AI,GMK,96689
E013,AI,GMR,92615
E013,AI,SCG,139542
E013,AI,SCK,0
E013,AI,SCR,0
E013,AI,STG,158390
E013,AI,STK,0
E013,AI,STR,0
E013,CE,1G,0
E013,CE,1K,0
E013,CE,1R,0
E013,CE,2AG,0
E013,CE,2AK,0
E013,CE,2AR,0
E013,CE,2BG,0
E013,CE,2BK,0
E013,CE,2BR,0
E013,CE,3AG,0
E013,CE,3AK,0
E013,CE,3AR,0
E013,CE,3BG,0
E013,CE,3BK,0
E013,CE,3BR,0
E013,CE,GM,202278
E013,CE,GMK,0
E013,CE,GMR,0
E013,CE,SCG,0
E013,CE,SCK,0
E013,CE,SCR,0
E013,CE,STG,0
E013,CE,STK,0
E013,CE,STR,0
E013,CS,1G,69158
E013,CS,1K,0
E013,CS,1R,0
E013,CS,2AG,76441
E013,CS,2AK,81055
E013,CS,2AR,85891
E013,CS,2BG,65875
E013,CS,2BK,0
E013,CS,2BR,0
E013,CS,3AG,66170
E013,CS,3AK,0
E013,CS,3AR,0
E013,CS,3BG,70321
E013,CS,3BK,0
E013,CS,3BR,77388
E013,CS,GM,63628
E013,CS,GMK,65989
E013,CS,GMR,69957
E013,CS,SCG,113778
E013,CS,SCK,135229
E013,CS,SCR,150302
E013,CS,STG,127434
E013,CS,STK,0
E013,CS,STR,154259
E013,CY-CS,1G,95381
E013,CY-CS,1K,0
E013,CY-CS,1R,0
E013,CY-CS,2AG,92967
E013,CY-CS,2AK,0
E013,CY-CS,2AR,0
E013,CY-CS,2BG,0
E013,CY-CS,2BK,0
E013,CY-CS,2BR,0
E013,CY-CS,3AG,0
E013,CY-CS,3AK,0
E013,CY-CS,3AR,105645
E013,CY-CS,3BG,0
E013,CY-CS,3BK,0
E013,CY-CS,3BR,0
E013,CY-CS,GM,80007
E013,CY-CS,GMK,0
E013,CY-CS,GMR,89311
E013,CY-CS,SCG,154512
E013,CY-CS,SCK,0
E013,CY-CS,SCR,0
E013,CY-CS,STG,140520
E013,CY-CS,STK,0
E013,CY-CS,STR,0
E013,EC,1G,84500
E013,EC,1K,0
E013,EC,1R,0
E013,EC,2AG,89868
E013,EC,2AK,0
E013,EC,2AR,0
E013,EC,2BG,90546
E013,EC,2BK,0
E013,EC,2BR,0
E013,EC,3AG,0
E013,EC,3AK,0
E013,EC,3AR,0
E013,EC,3BG,84677
E013,EC,3BK,0
E013,EC,3BR,0
E013,EC,GM,78200
E013,EC,GMK,0
E013,EC,GMR,81456
E013,EC,SCG,144840
E013,EC,SCK,0
E013,EC,SCR,0
E013,EC,STG,184544
E013,EC,STK,0
E013,EC,STR,0
E013,EE,1G,0
E013,EE,1K,0
E013,EE,1R,0
E013,EE,2AG,100829
E013,EE,2AK,0
E013,EE,2AR,0
E013,EE,2BG,137387
E013,EE,2BK,0
E013,EE,2BR,0
E013,EE,3AG,0
E013,EE,3AK,0
E013,EE,3AR,0
E013,EE,3BG,91886
E013,EE,3BK,0
E013,EE,3BR,0
E013,EE,GM,89921
E013,EE,GMK,0
E013,EE,GMR,116096
E013,EE,SCG,188158
E013,EE,SCK,0
E013,EE,SCR,0
E013,EE,STG,0
E013,EE,STK,0
E013,EE,STR,0
E013,IE,1G,79528
E013,IE,1K,0
E013,IE,1R,0
E013,IE,2AG,77087
E013,IE,2AK,0
E013,IE,2AR,98952
E013,IE,2BG,76247
E013,IE,2BK,96124
E013,IE,2BR,0
E013,IE,3AG,75340
E013,IE,3AK,0
E013,IE,3AR,0
E013,IE,3BG,75068
E013,IE,3BK,0
E013,IE,3BR,0
E013,IE,GM,74477
E013,IE,GMK,0
E013,IE,GMR,78850
E013,IE,SCG,126078
E013,IE,SCK,0
E013,IE,SCR,200913
E013,IE,STG,128407
E013,IE,STK,0
E013,IE,STR,0
E013,ME,1G,0
E013,ME,1K,0
E013,ME,1R,0
E013,ME,2AG,0
E013,ME,2AK,0
E013,ME,2AR,0
E013,ME,2BG,0
E013,ME,2BK,0
E013,ME,2BR,0
E013,ME,3AG,0
E013,ME,3AK,0
E013,ME,3AR,0
E013,ME,3BG,0
E013,ME,3BK,0
E013,ME,3BR,0
E013,ME,GM,200363
E013,ME,GMK,0
E013,ME,GMR,0
E013,ME,SCG,0
E013,ME,SCK,0
E013,ME,SCR,0
E013,ME,STG,0
E013,ME,STK,0
E013,ME,STR,0
E014,AD,1G,48304
E014,AD,1K,0
E014,AD,1R,0
E014,AD,2AG,37177
E014,AD,2AK,0
E014,AD,2AR,42017
E014,AD,2BG,47906
E014,AD,2BK,0
E014,AD,2BR,0
E014,AD,3AG,34877
E014,AD,3AK,61295
E014,AD,3AR,0
E014,AD,3BG,44529
E014,AD,3BK,0
E014,AD,3BR,0
E014,AD,GM,33747
E014,AD,GMK,0
E014,AD,GMR,37274
E014,AD,SCG,67381
E014,AD,SCK,0
E014,AD,SCR,114992
E014,AD,STG,89079
E014,AD,STK,0
E014,AD,STR,0
E014,AE,1G,0
E014,AE,1K,0
E014,AE,1R,109379
E014,AE,2AG,73629
E014,AE,2AK,0
E014,AE,2AR,0
E014,AE,2BG,89358
E014,AE,2BK,0
E014,AE,2BR,0
E014,AE,3AG,0
E014,AE,3AK,0
E014,AE,3AR,0
E014,AE,3BG,0
E014,AE,3BK,85614
E014,AE,3BR,0
E014,AE,GM,72257
E014,AE,GMK,0
E014,AE,GMR,79287
E014,AE,SCG,103220
E014,AE,SCK,0
E014,AE,SCR,0
E014,AE,STG,109113
E014,AE,STK,0
E014,AE,STR,0
E014,CA-CS,1G,40166
E014,CA-CS,1K,0
E014,CA-CS,1R,0
E014,CA-CS,2AG,40826
E014,CA-CS,2AK,0
E014,CA-CS,2AR,52144
E014,CA-CS,2BG,47205
E014,CA-CS,2BK,128768
E014,CA-CS,2BR,0
E014,CA-CS,3AG,38066
E014,CA-CS,3AK,0
E014,CA-CS,3AR,0
E014,CA-CS,3BG,42335
E014,CA-CS,3BK,0
E014,CA-CS,3BR,0
E014,CA-CS,GM,34456
E014,CA-CS,GMK,0
E014,CA-CS,GMR,41127
E014,CA-CS,SCG,80202
E014,CA-CS,SCK,0
E014,CA-CS,SCR,85330
E014,CA-CS,STG,92981
E014,CA-CS,STK,0
E014,CA-CS,STR,0
E014,CD,1G,62115
E014,CD,1K,0
E014,CD,1R,0
E014,CD,2AG,65574
E014,CD,2AK,0
E014,CD,2AR,0
E014,CD,2BG,90148
E014,CD,2BK,0
E014,CD,2BR,0
E014,CD,3AG,61506
E014,CD,3AK,0
E014,CD,3AR,71920
E014,CD,3BG,74790
E014,CD,3BK,0
E014,CD,3BR,0
E014,CD,GM,61431
E014,CD,GMK,89939
E014,CD,GMR,71343
E014,CD,SCG,123248
E014,CD,SCK,0
E014,CD,SCR,0
E014,CD,STG,102957
E014,CD,STK,0
E014,CD,STR,0
E014,CE,1G,187868
E014,CE,1K,0
E014,CE,1R,0
E014,CE,2AG,172992
E014,CE,2AK,0
E014,CE,2AR,0
E014,CE,2BG,147657
E014,CE,2BK,0
E014,CE,2BR,0
E014,CE,3AG,149379
E014,CE,3AK,0
E014,CE,3AR,0
E014,CE,3BG,188773
E014,CE,3BK,0
E014,CE,3BR,0
E014,CE,GM,147202
E014,CE,GMK,201778
E014,CE,GMR,160386
E014,CE,SCG,162943
E014,CE,SCK,0
E014,CE,SCR,0
E014,CE,STG,0
E014,CE,STK,0
E014,CE,STR,0
E014,CK,1G,0
E014,CK,1K,0
E014,CK,1R,0
E014,CK,2AG,0
E014,CK,2AK,0
E014,CK,2AR,0
E014,CK,2BG,0
E014,CK,2BK,0
E014,CK,2BR,0
E014,CK,3AG,0
E014,CK,3AK,0
E014,CK,3AR,0
E014,CK,3BG,0
E014,CK,3BK,0
E014,CK,3BR,0
E014,CK,GM,200622
E014,CK,GMK,0
E014,CK,GMR,0
E014,CK,SCG,0
E014,CK,SCK,0
E014,CK,SCR,0
E014,CK,STG,0
E014,CK,STK,0
E014,CK,STR,0
E014,CS,1G,26449
E014,CS,1K,0
E014,CS,1R,0
E014,CS,2AG,27319
E014,CS,2AK,33741
E014,CS,2AR,35551
E014,CS,2BG,30214
E014,CS,2BK,0
E014,CS,2BR,0
E014,CS,3AG,24940
E014,CS,3AK,0
E014,CS,3AR,0
E014,CS,3BG,29424
E014,CS,3BK,0
E014,CS,3BR,32244
E014,CS,GM,23064
E014,CS,GMK,32835
E014,CS,GMR,25972
E014,CS,SCG,61187
E014,CS,SCK,75839
E014,CS,SCR,75630
E014,CS,STG,53240
E014,CS,STK,0
E014,CS,STR,53283
E014,EC,1G,50810
E014,EC,1K,0
E014,EC,1R,0
E014,EC,2AG,55932
E014,EC,2AK,77361
E014,EC,2AR,70477
E014,EC,2BG,61072
E014,EC,2BK,0
E014,EC,2BR,0
E014,EC,3AG,46989
E014,EC,3AK,0
E014,EC,3AR,0
E014,EC,3BG,56626
E014,EC,3BK,0
E014,EC,3BR,64846
E014,EC,GM,44874
E014,EC,GMK,67970
E014,EC,GMR,50579
E014,EC,SCG,108486
E014,EC,SCK,116392
E014,EC,SCR,143047
E014,EC,STG,98308
E014,EC,STK,0
E014,EC,STR,117347
E014,IE,1G,41982
E014,IE,1K,0
E014,IE,1R,0
E014,IE,2AG,37480
E014,IE,2AK,0
E014,IE,2AR,40146
E014,IE,2BG,39126
E014,IE,2BK,0
E014,IE,2BR,0
E014,IE,3AG,35799
E014,IE,3AK,0
E014,IE,3AR,0
E014,IE,3BG,35461
E014,IE,3BK,0
E014,IE,3BR,41775
E014,IE,GM,33633
E014,IE,GMK,46256
E014,IE,GMR,35808
E014,IE,SCG,88286
E014,IE,SCK,147012
E014,IE,SCR,91634
E014,IE,STG,97956
E014,IE,STK,0
E014,IE,STR,124337
E014,ME,1G,0
E014,ME,1K,0
E014,ME,1R,0
E014,ME,2AG,119895
E014,ME,2AK,0
E014,ME,2AR,0
E014,ME,2BG,154491
E014,ME,2BK,0
E014,ME,2BR,0
E014,ME,3AG,0
E014,ME,3AK,0
E014,ME,3AR,0
E014,ME,3BG,154458
E014,ME,3BK,0
E014,ME,3BR,0
E014,ME,GM,97072
E014,ME,GMK,201299
E014,ME,GMR,127309
E014,ME,SCG,179575
E014,ME,SCK,0
E014,ME,SCR,0
E014,ME,STG,168564
E014,ME,STK,0
E014,ME,STR,0
E014,SE,1G,84957
E014,SE,1K,0
E014,SE,1R,0
E014,SE,2AG,54048
E014,SE,2AK,0
E014,SE,2AR,0
E014,SE,2BG,0
E014,SE,2BK,0
E014,SE,2BR,0
E014,SE,3AG,0
E014,SE,3AK,0
E014,SE,3AR,77375
E014,SE,3BG,0
E014,SE,3BK,0
E014,SE,3BR,0
E014,SE,GM,51441
E014,SE,GMK,0
E014,SE,GMR,51575
E014,SE,SCG,53915
E014,SE,SCK,0
E014,SE,SCR,0
E014,SE,STG,120792
E014,SE,STK,0
E014,SE,STR,0
E015,CA-CS,1G,105015
E015,CA-CS,1K,0
E015,CA-CS,1R,0
E015,CA-CS,2AG,107699
E015,CA-CS,2AK,0
E015,CA-CS,2AR,108004
E015,CA-CS,2BG,78793
E015,CA-CS,2BK,0
E015,CA-CS,2BR,0
E015,CA-CS,3AG,77254
E015,CA-CS,3AK,0
E015,CA-CS,3AR,0
E015,CA-CS,3BG,91837
E015,CA-CS,3BK,0
E015,CA-CS,3BR,0
E015,CA-CS,GM,76037
E015,CA-CS,GMK,83930
E015,CA-CS,GMR,99165
E015,CA-CS,SCG,113931
E015,CA-CS,SCK,195576
E015,CA-CS,SCR,0
E015,CA-CS,STG,166390
E015,CA-CS,STK,0
E015,CA-CS,STR,0
E015,CE,1G,0
E015,CE,1K,0
E015,CE,1R,0
E015,CE,2AG,0
E015,CE,2AK,0
E015,CE,2AR,0
E015,CE,2BG,0
E015,CE,2BK,0
E015,CE,2BR,0
E015,CE,3AG,0
E015,CE,3AK,0
E015,CE,3AR,0
E015,CE,3BG,0
E015,CE,3BK,0
E015,CE,3BR,0
E015,CE,GM,196375
E015,CE,GMK,0
E015,CE,GMR,0
E015,CE,SCG,0
E015,CE,SCK,0
E015,CE,SCR,0
E015,CE,STG,0
E015,CE,STK,0
E015,CE,STR,0
E015,CS,1G,70263
E015,CS,1K,0
E015,CS,1R,0
E015,CS,2AG,71586
E015,CS,2AK,73305
E015,CS,2AR,78009
E015,CS,2BG,60728
E015,CS,2BK,0
E015,CS,2BR,0
E015,CS,3AG,66259
E015,CS,3AK,0
E015,CS,3AR,0
E015,CS,3BG,64038
E015,CS,3BK,0
E015,CS,3BR,70483
E015,CS,GM,58908
E015,CS,GMK,65813
E015,CS,GMR,66455
E015,CS,SCG,82741
E015,CS,SCK,0
E015,CS,SCR,96926
E015,CS,STG,108069
E015,CS,STK,151949
E015,CS,STR,124969
E015,EC,1G,84861
E015,EC,1K,111770
E015,EC,1R,0
E015,EC,2AG,90413
E015,EC,2AK,0
E015,EC,2AR,102116
E015,EC,2BG,87899
E015,EC,2BK,0
E015,EC,2BR,0
E015,EC,3AG,85097
E015,EC,3AK,0
E015,EC,3AR,94181
E015,EC,3BG,83351
E015,EC,3BK,0
E015,EC,3BR,0
E015,EC,GM,79640
E015,EC,GMK,89095
E015,EC,GMR,81713
E015,EC,SCG,120116
E015,EC,SCK,0
E015,EC,SCR,165545
E015,EC,STG,149535
E015,EC,STK,0
E015,EC,STR,0
E015,EE,1G,0
E015,EE,1K,0
E015,EE,1R,0
E015,EE,2AG,112809
E015,EE,2AK,152557
E015,EE,2AR,0
E015,EE,2BG,0
E015,EE,2BK,0
E015,EE,2BR,0
E015,EE,3AG,0
E015,EE,3AK,0
E015,EE,3AR,127722
E015,EE,3BG,108434
E015,EE,3BK,0
E015,EE,3BR,125789
E015,EE,GM,100353
E015,EE,GMK,0
E015,EE,GMR,124686
E015,EE,SCG,135745
E015,EE,SCK,0
E015,EE,SCR,0
E015,EE,STG,185973
E015,EE,STK,0
E015,EE,STR,0
E015,ME,1G,195534
E015,ME,1K,0
E015,ME,1R,0
E015,ME,2AG,202612
E015,ME,2AK,0
E015,ME,2AR,0
E015,ME,2BG,174403
E015,ME,2BK,0
E015,ME,2BR,0
E015,ME,3AG,191359
E015,ME,3AK,0
E015,ME,3AR,0
E015,ME,3BG,0
E015,ME,3BK,0
E015,ME,3BR,0
E015,ME,GM,173252
E015,ME,GMK,0
E015,ME,GMR,0
E015,ME,SCG,190002
E015,ME,SCK,0
E015,ME,SCR,0
E015,ME,STG,0
E015,ME,STK,0
E015,ME,STR,0
E015,MN,1G,183542
E015,MN,1K,0
E015,MN,1R,0
E015,MN,2AG,151017
E015,MN,2AK,0
E015,MN,2AR,0
E015,MN,2BG,150742
E015,MN,2BK,0
E015,MN,2BR,0
E015,MN,3AG,136330
E015,MN,3AK,0
E015,MN,3AR,0
E015,MN,3BG,0
E015,MN,3BK,0
E015,MN,3BR,0
E015,MN,GM,129444
E015,MN,GMK,0
E015,MN,GMR,130510
E015,MN,SCG,187930
E015,MN,SCK,0
E015,MN,SCR,0
E015,MN,STG,189751
E015,MN,STK,0
E015,MN,STR,0
E016,AD,1G,18813
E016,AD,1K,0
E016,AD,1R,0
E016,AD,2AG,10753
E016,AD,2AK,0
E016,AD,2AR,17133
E016,AD,2BG,15231
E016,AD,2BK,0
E016,AD,2BR,0
E016,AD,3AG,11605
E016,AD,3AK,0
E016,AD,3AR,0
E016,AD,3BG,9733
E016,AD,3BK,0
E016,AD,3BR,0
E016,AD,GM,9641
E016,AD,GMK,12877
E016,AD,GMR,11705
E016,AD,SCG,32495
E016,AD,SCK,0
E016,AD,SCR,65914
E016,AD,STG,42144
E016,AD,STK,0
E016,AD,STR,0
E016,BT,1G,78243
E016,BT,1K,195614
E016,BT,1R,0
E016,BT,2AG,39178
E016,BT,2AK,0
E016,BT,2AR,0
E016,BT,2BG,77445
E016,BT,2BK,0
E016,BT,2BR,162683
E016,BT,3AG,0
E016,BT,3AK,0
E016,BT,3AR,0
E016,BT,3BG,0
E016,BT,3BK,0
E016,BT,3BR,0
E016,BT,GM,35793
E016,BT,GMK,0
E016,BT,GMR,46899
E016,BT,SCG,130178
E016,BT,SCK,0
E016,BT,SCR,0
E016,BT,STG,91005
E016,BT,STK,0
E016,BT,STR,0
E016,CA-CS,1G,16263
E016,CA-CS,1K,0
E016,CA-CS,1R,18705
E016,CA-CS,2AG,11402
E016,CA-CS,2AK,0
E016,CA-CS,2AR,0
E016,CA-CS,2BG,23659
E016,CA-CS,2BK,0
E016,CA-CS,2BR,33168
E016,CA-CS,3AG,9093
E016,CA-CS,3AK,0
E016,CA-CS,3AR,0
E016,CA-CS,3BG,8498
E016,CA-CS,3BK,0
E016,CA-CS,3BR,0
E016,CA-CS,GM,8392
E016,CA-CS,GMK,0
E016,CA-CS,GMR,8589
E016,CA-CS,SCG,30445
E016,CA-CS,SCK,0
E016,CA-CS,SCR,0
E016,CA-CS,STG,38933
E016,CA-CS,STK,0
E016,CA-CS,STR,0
E016,CE,1G,99668
E016,CE,1K,0
E016,CE,1R,0
E016,CE,2AG,93971
E016,CE,2AK,0
E016,CE,2AR,149799
E016,CE,2BG,94533
E016,CE,2BK,0
E016,CE,2BR,0
E016,CE,3AG,71956
E016,CE,3AK,0
E016,CE,3AR,0
E016,CE,3BG,85044
E016,CE,3BK,0
E016,CE,3BR,0
E016,CE,GM,68852
E016,CE,GMK,101142
E016,CE,GMR,75958
E016,CE,SCG,103762
E016,CE,SCK,0
E016,CE,SCR,141832
E016,CE,STG,89608
E016,CE,STK,148128
E016,CE,STR,0
E016,CH,1G,0
E016,CH,1K,0
E016,CH,1R,139505
E016,CH,2AG,103202
E016,CH,2AK,126154
E016,CH,2AR,167942
E016,CH,2BG,111504
E016,CH,2BK,0
E016,CH,2BR,0
E016,CH,3AG,91995
E016,CH,3AK,0
E016,CH,3AR,0
E016,CH,3BG,82081
E016,CH,3BK,120731
E016,CH,3BR,0
E016,CH,GM,79285
E016,CH,GMK,83541
E016,CH,GMR,97158
E016,CH,SCG,183703
E016,CH,SCK,0
E016,CH,SCR,0
E016,CH,STG,167924
E016,CH,STK,0
E016,CH,STR,0
E016,CS,1G,7731
E016,CS,1K,0
E016,CS,1R,0
E016,CS,2AG,7389
E016,CS,2AK,9531
E016,CS,2AR,7556
E016,CS,2BG,12796
E016,CS,2BK,0
E016,CS,2BR,0
E016,CS,3AG,5165
E016,CS,3AK,0
E016,CS,3AR,0
E016,CS,3BG,5409
E016,CS,3BK,0
E016,CS,3BR,6827
E016,CS,GM,5022
E016,CS,GMK,8226
E016,CS,GMR,6739
E016,CS,SCG,22174
E016,CS,SCK,25332
E016,CS,SCR,32300
E016,CS,STG,19391
E016,CS,STK,0
E016,CS,STR,22544
E016,EC,1G,17417
E016,EC,1K,0
E016,EC,1R,0
E016,EC,2AG,12860
E016,EC,2AK,0
E016,EC,2AR,15097
E016,EC,2BG,15270
E016,EC,2BK,0
E016,EC,2BR,0
E016,EC,3AG,10890
E016,EC,3AK,0
E016,EC,3AR,14693
E016,EC,3BG,11265
E016,EC,3BK,0
E016,EC,3BR,0
E016,EC,GM,10829
E016,EC,GMK,13543
E016,EC,GMR,13316
E016,EC,SCG,44739
E016,EC,SCK,57884
E016,EC,SCR,59909
E016,EC,STG,43209
E016,EC,STK,0
E016,EC,STR,53189
E016,EE,1G,25316
E016,EE,1K,0
E016,EE,1R,49332
E016,EE,2AG,24749
E016,EE,2AK,0
E016,EE,2AR,40067
E016,EE,2BG,27810
E016,EE,2BK,0
E016,EE,2BR,0
E016,EE,3AG,24412
E016,EE,3AK,0
E016,EE,3AR,0
E016,EE,3BG,22498
E016,EE,3BK,43490
E016,EE,3BR,0
E016,EE,GM,22345
E016,EE,GMK,0
E016,EE,GMR,27563
E016,EE,SCG,61701
E016,EE,SCK,117212
E016,EE,SCR,64731
E016,EE,STG,76007
E016,EE,STK,0
E016,EE,STR,0
E016,EI,1G,43264
E016,EI,1K,0
E016,EI,1R,61885
E016,EI,2AG,41639
E016,EI,2AK,88669
E016,EI,2AR,0
E016,EI,2BG,38692
E016,EI,2BK,0
E016,EI,2BR,55978
E016,EI,3AG,29842
E016,EI,3AK,0
E016,EI,3AR,0
E016,EI,3BG,31663
E016,EI,3BK,0
E016,EI,3BR,0
E016,EI,GM,27981
E016,EI,GMK,64058
E016,EI,GMR,33367
E016,EI,SCG,159757
E016,EI,SCK,0
E016,EI,SCR,0
E016,EI,STG,167817
E016,EI,STK,0
E016,EI,STR,0
E016,ET,1G,37666
E016,ET,1K,0
E016,ET,1R,0
E016,ET,2AG,29857
E016,ET,2AK,0
E016,ET,2AR,34754
E016,ET,2BG,25555
E016,ET,2BK,0
E016,ET,2BR,0
E016,ET,3AG,21396
E016,ET,3AK,0
E016,ET,3AR,34135
E016,ET,3BG,22154
E016,ET,3BK,0
E016,ET,3BR,0
E016,ET,GM,20396
E016,ET,GMK,52622
E016,ET,GMR,26155
E016,ET,SCG,115943
E016,ET,SCK,0
E016,ET,SCR,126875
E016,ET,STG,116114
E016,ET,STK,0
E016,ET,STR,0
E016,IE,1G,13737
E016,IE,1K,0
E016,IE,1R,0
E016,IE,2AG,9968
E016,IE,2AK,0
E016,IE,2AR,10512
E016,IE,2BG,13896
E016,IE,2BK,0
E016,IE,2BR,0
E016,IE,3AG,7748
E016,IE,3AK,0
E016,IE,3AR,0
E016,IE,3BG,7891
E016,IE,3BK,0
E016,IE,3BR,9434
E016,IE,GM,7379
E016,IE,GMK,10632
E016,IE,GMR,8797
E016,IE,SCG,30194
E016,IE,SCK,0
E016,IE,SCR,40399
E016,IE,STG,36113
E016,IE,STK,73711
E016,IE,STR,45470
E016,IM,1G,137837
E016,IM,1K,0
E016,IM,1R,0
E016,IM,2AG,103110
E016,IM,2AK,0
E016,IM,2AR,143566
E016,IM,2BG,116643
E016,IM,2BK,0
E016,IM,2BR,0
E016,IM,3AG,94131
E016,IM,3AK,143245
E016,IM,3AR,130935
E016,IM,3BG,100194
E016,IM,3BK,0
E016,IM,3BR,0
E016,IM,GM,80701
E016,IM,GMK,95067
E016,IM,GMR,105731
E016,IM,SCG,191784
E016,IM,SCK,0
E016,IM,SCR,0
E016,IM,STG,127333
E016,IM,STK,0
E016,IM,STR,0
E016,ME,1G,117625
E016,ME,1K,0
E016,ME,1R,0
E016,ME,2AG,113150
E016,ME,2AK,153841
E016,ME,2AR,146326
E016,ME,2BG,118241
E016,ME,2BK,0
E016,ME,2BR,0
E016,ME,3AG,93411
E016,ME,3AK,0
E016,ME,3AR,0
E016,ME,3BG,93566
E016,ME,3BK,0
E016,ME,3BR,135471
E016,ME,GM,86115
E016,ME,GMK,109283
E016,ME,GMR,98478
E016,ME,SCG,184642
E016,ME,SCK,0
E016,ME,SCR,0
E016,ME,STG,170383
E016,ME,STK,0
E016,ME,STR,0
E017,AI,1G,53034
E017,AI,1K,0
E017,AI,1R,57781
E017,AI,2AG,48093
E017,AI,2AK,0
E017,AI,2AR,0
E017,AI,2BG,35435
E017,AI,2BK,0
E017,AI,2BR,0
E017,AI,3AG,0
E017,AI,3AK,0
E017,AI,3AR,0
E017,AI,3BG,34848
E017,AI,3BK,0
E017,AI,3BR,0
E017,AI,GM,32925
E017,AI,GMK,34417
E017,AI,GMR,33449
E017,AI,SCG,84150
E017,AI,SCK,0
E017,AI,SCR,119081
E017,AI,STG,67112
E017,AI,STK,0
E017,AI,STR,0
E017,BM,1G,0
E017,BM,1K,0
E017,BM,1R,0
E017,BM,2AG,110788
E017,BM,2AK,0
E017,BM,2AR,0
E017,BM,2BG,0
E017,BM,2BK,0
E017,BM,2BR,0
E017,BM,3AG,0
E017,BM,3AK,0
E017,BM,3AR,0
E017,BM,3BG,0
E017,BM,3BK,113666
E017,BM,3BR,0
E017,BM,GM,95368
E017,BM,GMK,0
E017,BM,GMR,149665
E017,BM,SCG,169900
E017,BM,SCK,0
E017,BM,SCR,0
E017,BM,STG,0
E017,BM,STK,0
E017,BM,STR,0
E017,CE,1G,140898
E017,CE,1K,0
E017,CE,1R,0
E017,CE,2AG,137222
E017,CE,2AK,0
E017,CE,2AR,155465
E017,CE,2BG,0
E017,CE,2BK,0
E017,CE,2BR,0
E017,CE,3AG,129542
E017,CE,3AK,0
E017,CE,3AR,163129
E017,CE,3BG,156588
