College,Branch,Category,Rank
E205,CS,GM,33717
E205,CS,GMK,38431
E205,CS,GMR,35707
E205,CS,SCG,71194
E205,CS,SCK,89337
E205,CS,SCR,78615
E205,CS,STG,78025
E205,CS,STK,0
E205,CS,STR,96600
E205,CY-CS,1G,80143
E205,CY-CS,1K,0
E205,CY-CS,1R,0
E205,CY-CS,2AG,64478
E205,CY-CS,2AK,0
E205,CY-CS,2AR,0
E205,CY-CS,2BG,0
E205,CY-CS,2BK,0
E205,CY-CS,2BR,0
E205,CY-CS,3AG,0
E205,CY-CS,3AK,0
E205,CY-CS,3AR,72046
E205,CY-CS,3BG,0
E205,CY-CS,3BK,0
E205,CY-CS,3BR,0
E205,CY-CS,GM,61805
E205,CY-CS,GMK,0
E205,CY-CS,GMR,62061
E205,CY-CS,SCG,109133
E205,CY-CS,SCK,0
E205,CY-CS,SCR,0
E205,CY-CS,STG,157720
E205,CY-CS,STK,0
E205,CY-CS,STR,0
E205,DS,1G,57804
E205,DS,1K,0
E205,DS,1R,0
E205,DS,2AG,55150
E205,DS,2AK,107188
E205,DS,2AR,0
E205,DS,2BG,51394
E205,DS,2BK,0
E205,DS,2BR,0
E205,DS,3AG,51250
E205,DS,3AK,0
E205,DS,3AR,0
E205,DS,3BG,50931
E205,DS,3BK,0
E205,DS,3BR,0
E205,DS,GM,50552
E205,DS,GMK,60026
E205,DS,GMR,53627
E205,DS,SCG,98603
E205,DS,SCK,0
E205,DS,SCR,157315
E205,DS,STG,129353
E205,DS,STK,0
E205,DS,STR,0
E205,EC,1G,60914
E205,EC,1K,0
E205,EC,1R,0
E205,EC,2AG,60971
E205,EC,2AK,0
E205,EC,2AR,78186
E205,EC,2BG,52294
E205,EC,2BK,0
E205,EC,2BR,0
E205,EC,3AG,50593
E205,EC,3AK,0
E205,EC,3AR,0
E205,EC,3BG,52802
E205,EC,3BK,0
E205,EC,3BR,66720
E205,EC,GM,48555
E205,EC,GMK,52748
E205,EC,GMR,57353
E205,EC,SCG,109389
E205,EC,SCK,116967
E205,EC,SCR,133521
E205,EC,STG,119541
E205,EC,STK,0
E205,EC,STR,160629
E205,EE,1G,81945
E205,EE,1K,0
E205,EE,1R,0
E205,EE,2AG,98660
E205,EE,2AK,0
E205,EE,2AR,103797
E205,EE,2BG,85279
E205,EE,2BK,0
E205,EE,2BR,0
E205,EE,3AG,84866
E205,EE,3AK,0
E205,EE,3AR,0
E205,EE,3BG,80108
E205,EE,3BK,0
E205,EE,3BR,0
E205,EE,GM,77767
E205,EE,GMK,95860
E205,EE,GMR,92071
E205,EE,SCG,135869
E205,EE,SCK,0
E205,EE,SCR,0
E205,EE,STG,144950
E205,EE,STK,0
E205,EE,STR,0
E205,ME,1G,199992
E205,ME,1K,0
E205,ME,1R,0
E205,ME,2AG,0
E205,ME,2AK,0
E205,ME,2AR,0
E205,ME,2BG,0
E205,ME,2BK,0
E205,ME,2BR,0
E205,ME,3AG,0
E205,ME,3AK,0
E205,ME,3AR,0
E205,ME,3BG,0
E205,ME,3BK,0
E205,ME,3BR,0
E205,ME,GM,197976
E205,ME,GMK,0
E205,ME,GMR,0
E205,ME,SCG,0
E205,ME,SCK,0
E205,ME,SCR,0
E205,ME,STG,0
E205,ME,STK,0
E205,ME,STR,0
E206,AD,1G,62542
E206,AD,1K,0
E206,AD,1R,0
E206,AD,2AG,48308
E206,AD,2AK,0
E206,AD,2AR,0
E206,AD,2BG,110824
E206,AD,2BK,0
E206,AD,2BR,0
E206,AD,3AG,84892
E206,AD,3AK,0
E206,AD,3AR,98928
E206,AD,3BG,56070
E206,AD,3BK,0
E206,AD,3BR,0
E206,AD,GM,47361
E206,AD,GMK,0
E206,AD,GMR,47459
E206,AD,SCG,173962
E206,AD,SCK,0
E206,AD,SCR,0
E206,AD,STG,200925
E206,AD,STK,0
E206,AD,STR,0
E206,AI,1G,65693
E206,AI,1K,0
E206,AI,1R,0
E206,AI,2AG,58336
E206,AI,2AK,0
E206,AI,2AR,59641
E206,AI,2BG,74954
E206,AI,2BK,0
E206,AI,2BR,0
E206,AI,3AG,75293
E206,AI,3AK,0
E206,AI,3AR,0
E206,AI,3BG,63316
E206,AI,3BK,0
E206,AI,3BR,0
E206,AI,GM,56179
E206,AI,GMK,58416
E206,AI,GMR,57634
E206,AI,SCG,170036
E206,AI,SCK,0
E206,AI,SCR,0
E206,AI,STG,0
E206,AI,STK,0
E206,AI,STR,0
E206,CE,1G,0
E206,CE,1K,0
E206,CE,1R,0
E206,CE,2AG,0
E206,CE,2AK,0
E206,CE,2AR,0
E206,CE,2BG,0
E206,CE,2BK,0
E206,CE,2BR,0
E206,CE,3AG,0
E206,CE,3AK,0
E206,CE,3AR,0
E206,CE,3BG,0
E206,CE,3BK,0
E206,CE,3BR,0
E206,CE,GM,179534
E206,CE,GMK,0
E206,CE,GMR,0
E206,CE,SCG,0
E206,CE,SCK,0
E206,CE,SCR,0
E206,CE,STG,0
E206,CE,STK,0
E206,CE,STR,0
E206,CS,1G,47975
E206,CS,1K,0
E206,CS,1R,0
E206,CS,2AG,43931
E206,CS,2AK,45763
E206,CS,2AR,44912
E206,CS,2BG,58403
E206,CS,2BK,0
E206,CS,2BR,0
E206,CS,3AG,70895
E206,CS,3AK,0
E206,CS,3AR,0
E206,CS,3BG,46107
E206,CS,3BK,0
E206,CS,3BR,46984
E206,CS,GM,35131
E206,CS,GMK,39746
E206,CS,GMR,41680
E206,CS,SCG,150604
E206,CS,SCK,151224
E206,CS,SCR,161665
E206,CS,STG,117313
E206,CS,STK,0
E206,CS,STR,129037
E206,EC,1G,78746
E206,EC,1K,0
E206,EC,1R,79946
E206,EC,2AG,86633
E206,EC,2AK,0
E206,EC,2AR,88127
E206,EC,2BG,108137
E206,EC,2BK,0
E206,EC,2BR,0
E206,EC,3AG,95619
E206,EC,3AK,0
E206,EC,3AR,0
E206,EC,3BG,91160
E206,EC,3BK,0
E206,EC,3BR,94871
E206,EC,GM,78158
E206,EC,GMK,79147
E206,EC,GMR,79465
E206,EC,SCG,197140
E206,EC,SCK,0
E206,EC,SCR,0
E206,EC,STG,151022
E206,EC,STK,0
E206,EC,STR,0
E206,ME,1G,0
E206,ME,1K,0
E206,ME,1R,0
E206,ME,2AG,0
E206,ME,2AK,0
E206,ME,2AR,0
E206,ME,2BG,0
E206,ME,2BK,0
E206,ME,2BR,0
E206,ME,3AG,0
E206,ME,3AK,0
E206,ME,3AR,0
E206,ME,3BG,0
E206,ME,3BK,0
E206,ME,3BR,0
E206,ME,GM,183196
E206,ME,GMK,0
E206,ME,GMR,0
E206,ME,SCG,0
E206,ME,SCK,0
E206,ME,SCR,0
E206,ME,STG,0
E206,ME,STK,0
E206,ME,STR,0
E207,CA-CS,1G,108747
E207,CA-CS,1K,0
E207,CA-CS,1R,0
E207,CA-CS,2AG,114322
E207,CA-CS,2AK,0
E207,CA-CS,2AR,0
E207,CA-CS,2BG,104132
E207,CA-CS,2BK,0
E207,CA-CS,2BR,0
E207,CA-CS,3AG,110132
E207,CA-CS,3AK,0
E207,CA-CS,3AR,0
E207,CA-CS,3BG,94306
E207,CA-CS,3BK,0
E207,CA-CS,3BR,94948
E207,CA-CS,GM,92619
E207,CA-CS,GMK,94283
E207,CA-CS,GMR,94850
E207,CA-CS,SCG,203105
E207,CA-CS,SCK,0
E207,CA-CS,SCR,0
E207,CA-CS,STG,0
E207,CA-CS,STK,0
E207,CA-CS,STR,0
E207,CE,1G,0
E207,CE,1K,0
E207,CE,1R,0
E207,CE,2AG,171555
E207,CE,2AK,0
E207,CE,2AR,0
E207,CE,2BG,0
E207,CE,2BK,0
E207,CE,2BR,190127
E207,CE,3AG,0
E207,CE,3AK,0
E207,CE,3AR,0
E207,CE,3BG,197427
E207,CE,3BK,0
E207,CE,3BR,0
E207,CE,GM,162879
E207,CE,GMK,0
E207,CE,GMR,166748
E207,CE,SCG,198616
E207,CE,SCK,0
E207,CE,SCR,0
E207,CE,STG,0
E207,CE,STK,0
E207,CE,STR,0
E207,CS,1G,80394
E207,CS,1K,0
E207,CS,1R,0
E207,CS,2AG,75341
E207,CS,2AK,78371
E207,CS,2AR,83186
E207,CS,2BG,72100
E207,CS,2BK,0
E207,CS,2BR,0
E207,CS,3AG,81822
E207,CS,3AK,0
E207,CS,3AR,0
E207,CS,3BG,68665
E207,CS,3BK,0
E207,CS,3BR,69006
E207,CS,GM,67207
E207,CS,GMK,67235
E207,CS,GMR,68279
E207,CS,SCG,125156
E207,CS,SCK,0
E207,CS,SCR,136138
E207,CS,STG,120224
E207,CS,STK,0
E207,CS,STR,158504
E207,EC,1G,86525
E207,EC,1K,0
E207,EC,1R,0
E207,EC,2AG,84767
E207,EC,2AK,94515
E207,EC,2AR,104143
E207,EC,2BG,88436
E207,EC,2BK,0
E207,EC,2BR,0
E207,EC,3AG,87120
E207,EC,3AK,0
E207,EC,3AR,0
E207,EC,3BG,83473
E207,EC,3BK,0
E207,EC,3BR,0
E207,EC,GM,80091
E207,EC,GMK,80094
E207,EC,GMR,81523
E207,EC,SCG,168443
E207,EC,SCK,181695
E207,EC,SCR,0
E207,EC,STG,187072
E207,EC,STK,0
E207,EC,STR,0
E207,ME,1G,0
E207,ME,1K,0
E207,ME,1R,0
E207,ME,2AG,149063
E207,ME,2AK,0
E207,ME,2AR,0
E207,ME,2BG,0
E207,ME,2BK,0
E207,ME,2BR,0
E207,ME,3AG,0
E207,ME,3AK,0
E207,ME,3AR,0
E207,ME,3BG,0
E207,ME,3BK,0
E207,ME,3BR,0
E207,ME,GM,132286
E207,ME,GMK,132648
E207,ME,GMR,191008
E207,ME,SCG,202654
E207,ME,SCK,0
E207,ME,SCR,0
E207,ME,STG,0
E207,ME,STK,0
E207,ME,STR,0
E208,CS,1G,0
E208,CS,1K,0
E208,CS,1R,0
E208,CS,2AG,63621
E208,CS,2AK,0
E208,CS,2AR,73968
E208,CS,2BG,65051
E208,CS,2BK,0
E208,CS,2BR,0
E208,CS,3AG,0
E208,CS,3AK,0
E208,CS,3AR,0
E208,CS,3BG,62294
E208,CS,3BK,0
E208,CS,3BR,0
E208,CS,GM,60161
E208,CS,GMK,66391
E208,CS,GMR,66256
E208,CS,SCG,120068
E208,CS,SCK,0
E208,CS,SCR,0
E208,CS,STG,69767
E208,CS,STK,0
E208,CS,STR,0
E208,EC,1G,83582
E208,EC,1K,0
E208,EC,1R,0
E208,EC,2AG,87937
E208,EC,2AK,0
E208,EC,2AR,0
E208,EC,2BG,0
E208,EC,2BK,0
E208,EC,2BR,0
E208,EC,3AG,84580
E208,EC,3AK,0
E208,EC,3AR,0
E208,EC,3BG,0
E208,EC,3BK,0
E208,EC,3BR,0
E208,EC,GM,83190
E208,EC,GMK,0
E208,EC,GMR,88713
E208,EC,SCG,175296
E208,EC,SCK,0
E208,EC,SCR,0
E208,EC,STG,0
E208,EC,STK,0
E208,EC,STR,0
E209,AI,1G,49225
E209,AI,1K,0
E209,AI,1R,0
E209,AI,2AG,49981
E209,AI,2AK,0
E209,AI,2AR,0
E209,AI,2BG,0
E209,AI,2BK,0
E209,AI,2BR,0
E209,AI,3AG,44354
E209,AI,3AK,0
E209,AI,3AR,0
E209,AI,3BG,44053
E209,AI,3BK,0
E209,AI,3BR,0
E209,AI,GM,42548
E209,AI,GMK,82286
E209,AI,GMR,56098
E209,AI,SCG,145254
E209,AI,SCK,0
E209,AI,SCR,177320
E209,AI,STG,186025
E209,AI,STK,0
E209,AI,STR,0
E209,CE,1G,0
E209,CE,1K,0
E209,CE,1R,0
E209,CE,2AG,0
E209,CE,2AK,0
E209,CE,2AR,0
E209,CE,2BG,0
E209,CE,2BK,0
E209,CE,2BR,0
E209,CE,3AG,0
E209,CE,3AK,0
E209,CE,3AR,0
E209,CE,3BG,0
E209,CE,3BK,0
E209,CE,3BR,0
E209,CE,GM,196532
E209,CE,GMK,0
E209,CE,GMR,0
E209,CE,SCG,0
E209,CE,SCK,0
E209,CE,SCR,0
E209,CE,STG,0
E209,CE,STK,0
E209,CE,STR,0
E209,CS,1G,43265
E209,CS,1K,0
E209,CS,1R,0
E209,CS,2AG,42718
E209,CS,2AK,58459
E209,CS,2AR,50894
E209,CS,2BG,46997
E209,CS,2BK,0
E209,CS,2BR,0
E209,CS,3AG,33606
E209,CS,3AK,0
E209,CS,3AR,0
E209,CS,3BG,36492
E209,CS,3BK,0
E209,CS,3BR,52073
E209,CS,GM,32619
E209,CS,GMK,48980
E209,CS,GMR,41852
E209,CS,SCG,109636
E209,CS,SCK,112207
E209,CS,SCR,146795
E209,CS,STG,88728
E209,CS,STK,0
E209,CS,STR,109472
E209,EC,1G,70617
E209,EC,1K,0
E209,EC,1R,101745
E209,EC,2AG,70883
E209,EC,2AK,0
E209,EC,2AR,86341
E209,EC,2BG,64690
E209,EC,2BK,0
E209,EC,2BR,0
E209,EC,3AG,59002
E209,EC,3AK,0
E209,EC,3AR,0
E209,EC,3BG,65009
E209,EC,3BK,0
E209,EC,3BR,0
E209,EC,GM,55754
E209,EC,GMK,59647
E209,EC,GMR,74971
E209,EC,SCG,160819
E209,EC,SCK,168369
E209,EC,SCR,0
E209,EC,STG,161080
E209,EC,STK,0
E209,EC,STR,0
E209,IE,1G,45749
E209,IE,1K,0
E209,IE,1R,0
E209,IE,2AG,47804
E209,IE,2AK,0
E209,IE,2AR,60887
E209,IE,2BG,73832
E209,IE,2BK,0
E209,IE,2BR,0
E209,IE,3AG,41396
E209,IE,3AK,0
E209,IE,3AR,0
E209,IE,3BG,39740
E209,IE,3BK,54033
E209,IE,3BR,0
E209,IE,GM,39168
E209,IE,GMK,0
E209,IE,GMR,47161
E209,IE,SCG,141829
E209,IE,SCK,0
E209,IE,SCR,0
E209,IE,STG,143352
E209,IE,STK,0
E209,IE,STR,0
E209,ME,1G,0
E209,ME,1K,0
E209,ME,1R,0
E209,ME,2AG,0
E209,ME,2AK,0
E209,ME,2AR,0
E209,ME,2BG,0
E209,ME,2BK,0
E209,ME,2BR,0
E209,ME,3AG,0
E209,ME,3AK,0
E209,ME,3AR,0
E209,ME,3BG,0
E209,ME,3BK,0
E209,ME,3BR,0
E209,ME,GM,158538
E209,ME,GMK,0
E209,ME,GMR,0
E209,ME,SCG,0
E209,ME,SCK,0
E209,ME,SCR,0
E209,ME,STG,0
E209,ME,STK,0
E209,ME,STR,0
E210,AI,1G,100223
E210,AI,1K,0
E210,AI,1R,0
E210,AI,2AG,94993
E210,AI,2AK,0
E210,AI,2AR,0
E210,AI,2BG,88833
E210,AI,2BK,0
E210,AI,2BR,111874
E210,AI,3AG,88384
E210,AI,3AK,0
E210,AI,3AR,92676
E210,AI,3BG,86727
E210,AI,3BK,0
E210,AI,3BR,0
E210,AI,GM,85496
E210,AI,GMK,0
E210,AI,GMR,85833
E210,AI,SCG,131314
E210,AI,SCK,0
E210,AI,SCR,137417
E210,AI,STG,129842
E210,AI,STK,199892
E210,AI,STR,0
E210,CE,1G,0
E210,CE,1K,0
E210,CE,1R,0
E210,CE,2AG,0
E210,CE,2AK,0
E210,CE,2AR,0
E210,CE,2BG,0
E210,CE,2BK,0
E210,CE,2BR,0
E210,CE,3AG,0
E210,CE,3AK,0
E210,CE,3AR,0
E210,CE,3BG,0
E210,CE,3BK,0
E210,CE,3BR,0
E210,CE,GM,200895
E210,CE,GMK,0
E210,CE,GMR,0
E210,CE,SCG,0
E210,CE,SCK,0
E210,CE,SCR,0
E210,CE,STG,0
E210,CE,STK,0
E210,CE,STR,0
E210,CS,1G,76942
E210,CS,1K,0
E210,CS,1R,0
E210,CS,2AG,75763
E210,CS,2AK,0
E210,CS,2AR,85701
E210,CS,2BG,0
E210,CS,2BK,0
E210,CS,2BR,0
E210,CS,3AG,0
E210,CS,3AK,0
E210,CS,3AR,0
E210,CS,3BG,70836
E210,CS,3BK,0
E210,CS,3BR,0
E210,CS,GM,67798
E210,CS,GMK,70069
E210,CS,GMR,69448
E210,CS,SCG,107004
E210,CS,SCK,0
E210,CS,SCR,107864
E210,CS,STG,107425
E210,CS,STK,0
E210,CS,STR,0
E210,EC,1G,0
E210,EC,1K,0
E210,EC,1R,0
E210,EC,2AG,88003
E210,EC,2AK,0
E210,EC,2AR,115306
E210,EC,2BG,89486
E210,EC,2BK,0
E210,EC,2BR,0
E210,EC,3AG,81780
E210,EC,3AK,85472
E210,EC,3AR,0
E210,EC,3BG,84809
E210,EC,3BK,0
E210,EC,3BR,0
E210,EC,GM,79807
E210,EC,GMK,0
E210,EC,GMR,84446
E210,EC,SCG,130163
E210,EC,SCK,0
E210,EC,SCR,159736
E210,EC,STG,161174
E210,EC,STK,0
E210,EC,STR,0
E210,EE,1G,129202
E210,EE,1K,0
E210,EE,1R,195807
E210,EE,2AG,127908
E210,EE,2AK,0
E210,EE,2AR,0
E210,EE,2BG,115126
E210,EE,2BK,0
E210,EE,2BR,0
E210,EE,3AG,0
E210,EE,3AK,0
E210,EE,3AR,0
E210,EE,3BG,111768
E210,EE,3BK,0
E210,EE,3BR,0
E210,EE,GM,111189
E210,EE,GMK,132195
E210,EE,GMR,121049
E210,EE,SCG,145853
E210,EE,SCK,147183
E210,EE,SCR,163054
E210,EE,STG,146182
E210,EE,STK,182507
E210,EE,STR,0
E210,ME,1G,0
E210,ME,1K,0
E210,ME,1R,0
E210,ME,2AG,0
E210,ME,2AK,0
E210,ME,2AR,0
E210,ME,2BG,0
E210,ME,2BK,0
E210,ME,2BR,0
E210,ME,3AG,0
E210,ME,3AK,0
E210,ME,3AR,0
E210,ME,3BG,0
E210,ME,3BK,0
E210,ME,3BR,0
E210,ME,GM,202614
E210,ME,GMK,0
E210,ME,GMR,0
E210,ME,SCG,0
E210,ME,SCK,0
E210,ME,SCR,0
E210,ME,STG,0
E210,ME,STK,0
E210,ME,STR,0
E211,CE,1G,0
E211,CE,1K,0
E211,CE,1R,0
E211,CE,2AG,200686
E211,CE,2AK,0
E211,CE,2AR,0
E211,CE,2BG,195115
E211,CE,2BK,0
E211,CE,2BR,0
E211,CE,3AG,0
E211,CE,3AK,0
E211,CE,3AR,0
E211,CE,3BG,0
E211,CE,3BK,0
E211,CE,3BR,0
E211,CE,GM,194453
E211,CE,GMK,0
E211,CE,GMR,196217
E211,CE,SCG,200550
E211,CE,SCK,0
E211,CE,SCR,0
E211,CE,STG,0
E211,CE,STK,0
E211,CE,STR,0
E211,CS,1G,50701
E211,CS,1K,0
E211,CS,1R,0
E211,CS,2AG,57045
E211,CS,2AK,61634
E211,CS,2AR,63474
E211,CS,2BG,47825
E211,CS,2BK,0
E211,CS,2BR,0
E211,CS,3AG,49125
E211,CS,3AK,0
E211,CS,3AR,0
E211,CS,3BG,45270
E211,CS,3BK,0
E211,CS,3BR,51518
E211,CS,GM,44880
E211,CS,GMK,49879
E211,CS,GMR,51228
E211,CS,SCG,106984
E211,CS,SCK,122325
E211,CS,SCR,120332
E211,CS,STG,89911
E211,CS,STK,0
E211,CS,STR,92206
E211,EC,1G,77942
E211,EC,1K,0
E211,EC,1R,0
E211,EC,2AG,66992
E211,EC,2AK,0
E211,EC,2AR,82817
E211,EC,2BG,64774
E211,EC,2BK,0
E211,EC,2BR,88907
E211,EC,3AG,69764
E211,EC,3AK,0
E211,EC,3AR,0
E211,EC,3BG,63803
E211,EC,3BK,0
E211,EC,3BR,0
E211,EC,GM,62570
E211,EC,GMK,72259
E211,EC,GMR,74713
E211,EC,SCG,137557
E211,EC,SCK,179986
E211,EC,SCR,146044
E211,EC,STG,162452
E211,EC,STK,0
E211,EC,STR,162789
E211,EE,1G,92725
E211,EE,1K,0
E211,EE,1R,0
E211,EE,2AG,98926
E211,EE,2AK,0
E211,EE,2AR,152944
E211,EE,2BG,86864
E211,EE,2BK,0
E211,EE,2BR,0
E211,EE,3AG,97376
E211,EE,3AK,0
E211,EE,3AR,0
E211,EE,3BG,88062
E211,EE,3BK,112692
E211,EE,3BR,0
E211,EE,GM,86786
E211,EE,GMK,0
E211,EE,GMR,96777
E211,EE,SCG,161389
E211,EE,SCK,0
E211,EE,SCR,0
E211,EE,STG,119492
E211,EE,STK,0
E211,EE,STR,0
E211,IE,1G,65913
E211,IE,1K,0
E211,IE,1R,0
E211,IE,2AG,62987
E211,IE,2AK,0
E211,IE,2AR,85291
E211,IE,2BG,60587
E211,IE,2BK,0
E211,IE,2BR,0
E211,IE,3AG,58868
E211,IE,3AK,0
E211,IE,3AR,0
E211,IE,3BG,61204
E211,IE,3BK,0
E211,IE,3BR,68853
E211,IE,GM,58681
E211,IE,GMK,64013
E211,IE,GMR,68364
E211,IE,SCG,133118
E211,IE,SCK,0
E211,IE,SCR,185855
E211,IE,STG,146392
E211,IE,STK,0
E211,IE,STR,0
E211,ME,1G,0
E211,ME,1K,0
E211,ME,1R,0
E211,ME,2AG,0
E211,ME,2AK,0
E211,ME,2AR,0
E211,ME,2BG,0
E211,ME,2BK,0
E211,ME,2BR,0
E211,ME,3AG,0
E211,ME,3AK,0
E211,ME,3AR,0
E211,ME,3BG,0
E211,ME,3BK,0
E211,ME,3BR,0
E211,ME,GM,191836
E211,ME,GMK,0
E211,ME,GMR,0
E211,ME,SCG,0
E211,ME,SCK,0
E211,ME,SCR,0
E211,ME,STG,0
E211,ME,STK,0
E211,ME,STR,0
E212,AI,1G,0
E212,AI,1K,0
E212,AI,1R,0
E212,AI,2AG,19754
E212,AI,2AK,0
E212,AI,2AR,0
E212,AI,2BG,24554
E212,AI,2BK,0
E212,AI,2BR,0
E212,AI,3AG,15323
E212,AI,3AK,0
E212,AI,3AR,0
E212,AI,3BG,17747
E212,AI,3BK,27775
E212,AI,3BR,0
E212,AI,GM,14637
E212,AI,GMK,24508
E212,AI,GMR,17541
E212,AI,SCG,57915
E212,AI,SCK,0
E212,AI,SCR,87788
E212,AI,STG,47117
E212,AI,STK,0
E212,AI,STR,90016
E212,CD,1G,37336
E212,CD,1K,0
E212,CD,1R,0
E212,CD,2AG,25878
E212,CD,2AK,0
E212,CD,2AR,0
E212,CD,2BG,28140
E212,CD,2BK,0
E212,CD,2BR,0
E212,CD,3AG,25506
E212,CD,3AK,0
E212,CD,3AR,32847
E212,CD,3BG,27230
E212,CD,3BK,0
E212,CD,3BR,0
E212,CD,GM,22831
E212,CD,GMK,43198
E212,CD,GMR,26406
E212,CD,SCG,99800
E212,CD,SCK,0
E212,CD,SCR,0
E212,CD,STG,96809
E212,CD,STK,0
E212,CD,STR,165361
E212,CE,1G,163205
E212,CE,1K,0
E212,CE,1R,0
E212,CE,2AG,116770
E212,CE,2AK,0
E212,CE,2AR,0
E212,CE,2BG,149285
E212,CE,2BK,0
E212,CE,2BR,0
E212,CE,3AG,103717
E212,CE,3AK,0
E212,CE,3AR,0
E212,CE,3BG,0
E212,CE,3BK,0
E212,CE,3BR,0
E212,CE,GM,103474
E212,CE,GMK,0
E212,CE,GMR,121768
E212,CE,SCG,131081
E212,CE,SCK,0
E212,CE,SCR,0
E212,CE,STG,0
E212,CE,STK,0
E212,CE,STR,0
E212,CF-CS,1G,25183
E212,CF-CS,1K,0
E212,CF-CS,1R,0
E212,CF-CS,2AG,20728
E212,CF-CS,2AK,0
E212,CF-CS,2AR,30556
E212,CF-CS,2BG,27107
E212,CF-CS,2BK,0
E212,CF-CS,2BR,0
E212,CF-CS,3AG,20526
E212,CF-CS,3AK,0
E212,CF-CS,3AR,0
E212,CF-CS,3BG,18916
E212,CF-CS,3BK,0
E212,CF-CS,3BR,0
E212,CF-CS,GM,17667
E212,CF-CS,GMK,25732
E212,CF-CS,GMR,24455
E212,CF-CS,SCG,66614
E212,CF-CS,SCK,0
E212,CF-CS,SCR,0
E212,CF-CS,STG,53024
E212,CF-CS,STK,0
E212,CF-CS,STR,0
E212,CS,1G,17554
E212,CS,1K,0
E212,CS,1R,0
E212,CS,2AG,16006
E212,CS,2AK,16698
E212,CS,2AR,17287
E212,CS,2BG,19887
E212,CS,2BK,0
E212,CS,2BR,25649
E212,CS,3AG,13823
E212,CS,3AK,0
E212,CS,3AR,15926
E212,CS,3BG,14444
E212,CS,3BK,0
E212,CS,3BR,15867
E212,CS,GM,13382
E212,CS,GMK,14249
E212,CS,GMR,15828
E212,CS,SCG,48875
E212,CS,SCK,68634
E212,CS,SCR,55943
E212,CS,STG,44020
E212,CS,STK,55247
E212,CS,STR,48268
E212,CY-CS,1G,0
E212,CY-CS,1K,0
E212,CY-CS,1R,0
E212,CY-CS,2AG,25058
E212,CY-CS,2AK,0
E212,CY-CS,2AR,40487
E212,CY-CS,2BG,29220
E212,CY-CS,2BK,132539
E212,CY-CS,2BR,0
E212,CY-CS,3AG,22660
E212,CY-CS,3AK,0
E212,CY-CS,3AR,0
E212,CY-CS,3BG,22930
E212,CY-CS,3BK,0
E212,CY-CS,3BR,0
E212,CY-CS,GM,20813
E212,CY-CS,GMK,0
E212,CY-CS,GMR,24610
E212,CY-CS,SCG,77854
E212,CY-CS,SCK,0
E212,CY-CS,SCR,114383
E212,CY-CS,STG,63722
E212,CY-CS,STK,0
E212,CY-CS,STR,0
E212,DS,1G,19394
E212,DS,1K,0
E212,DS,1R,0
E212,DS,2AG,22444
E212,DS,2AK,0
E212,DS,2AR,0
E212,DS,2BG,28951
E212,DS,2BK,0
E212,DS,2BR,48148
E212,DS,3AG,19122
E212,DS,3AK,0
E212,DS,3AR,0
E212,DS,3BG,19365
E212,DS,3BK,0
E212,DS,3BR,0
E212,DS,GM,18972
E212,DS,GMK,42684
E212,DS,GMR,22437
E212,DS,SCG,81051
E212,DS,SCK,0
E212,DS,SCR,112616
E212,DS,STG,62491
E212,DS,STK,0
E212,DS,STR,0
E212,EC,1G,25142
E212,EC,1K,0
E212,EC,1R,0
E212,EC,2AG,26132
E212,EC,2AK,38989
E212,EC,2AR,30508
E212,EC,2BG,30767
E212,EC,2BK,0
E212,EC,2BR,0
E212,EC,3AG,23696
E212,EC,3AK,0
E212,EC,3AR,0
E212,EC,3BG,23312
E212,EC,3BK,0
E212,EC,3BR,30049
E212,EC,GM,23103
E212,EC,GMK,27758
E212,EC,GMR,27439
E212,EC,SCG,80350
E212,EC,SCK,0
E212,EC,SCR,140109
E212,EC,STG,126191
E212,EC,STK,0
E212,EC,STR,130806
E212,EE,1G,53600
E212,EE,1K,147129
E212,EE,1R,0
E212,EE,2AG,63304
E212,EE,2AK,0
E212,EE,2AR,67082
E212,EE,2BG,76898
E212,EE,2BK,0
E212,EE,2BR,0
E212,EE,3AG,54612
E212,EE,3AK,0
E212,EE,3AR,0
E212,EE,3BG,48813
E212,EE,3BK,0
E212,EE,3BR,0
E212,EE,GM,47878
E212,EE,GMK,0
E212,EE,GMR,55688
E212,EE,SCG,147321
E212,EE,SCK,0
E212,EE,SCR,0
E212,EE,STG,106220
E212,EE,STK,0
E212,EE,STR,0
E212,IT-CS-IOT,1G,30804
E212,IT-CS-IOT,1K,0
E212,IT-CS-IOT,1R,0
E212,IT-CS-IOT,2AG,27224
E212,IT-CS-IOT,2AK,0
E212,IT-CS-IOT,2AR,34201
E212,IT-CS-IOT,2BG,27018
E212,IT-CS-IOT,2BK,0
E212,IT-CS-IOT,2BR,0
E212,IT-CS-IOT,3AG,25263
E212,IT-CS-IOT,3AK,0
E212,IT-CS-IOT,3AR,0
E212,IT-CS-IOT,3BG,26004
E212,IT-CS-IOT,3BK,0
E212,IT-CS-IOT,3BR,0
E212,IT-CS-IOT,GM,23978
E212,IT-CS-IOT,GMK,44346
E212,IT-CS-IOT,GMR,26186
E212,IT-CS-IOT,SCG,99483
E212,IT-CS-IOT,SCK,0
E212,IT-CS-IOT,SCR,0
E212,IT-CS-IOT,STG,179099
E212,IT-CS-IOT,STK,0
E212,IT-CS-IOT,STR,0
E212,IE,1G,18881
E212,IE,1K,0
E212,IE,1R,0
E212,IE,2AG,19252
